Unnamed: 0,follower_count,friend_count,geo,location,name,place,retweet_count,screen_name,source,status_id,status_text,time_zone,tmstamp,pricing,free,promo,service,fast,slow,movie_game,texting
132,395,1565,,,trevor d h!!!,,4,trevo42,,592116317131558914,"RT @poo_picker: Hi #FreddieGray, President Obama is about to do a comedy routine at a celebrity gala full of rich white people. Have a good…",Central Time (US & Canada),Sun Apr 26 00:01:45 +0000 2015,0,0,0,0,0,0,0,0
133,2529,2358,,,quippd Politics News,,0,quippdPolitics,,592116316137369600,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/VoCWN4FPFm",Eastern Time (US & Canada),Sun Apr 26 00:01:45 +0000 2015,0,0,0,0,0,0,0,0
134,116,117,,"Redding, CA ",Ryan Connelly,,343,ryan_p_connelly,,592116314266669056,RT @nytimes: Russian hackers read President Obama’s unclassified emails http://t.co/5NiYy6T70x http://t.co/aK52eTh81F,Pacific Time (US & Canada),Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
135,382,710,,Beyond,WIntelAgency,,18,WIntelAgency,,592116314245758978,RT @thehill: Russian hackers reportedly obtained Obama's emails: http://t.co/Wt2C7xzwXP http://t.co/KUdmWPugtq,Alaska,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
136,2031,662,,"Washington, DC",Jeremy Art,,15,cspanJeremy,,592116314166034432,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",Quito,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
137,456,75,,,internetsecuritynews,,0,AttackWarning,,592116313323118592,"#cybersecurity Russian Hackers Read Obama's Unclassified Emails, Officials Say - New York Times http://t.co/1pkielWSPp",,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
138,53581,53308,,"Proudly, my thoughts are my own!",Dr Alex Concorde,,0,DrAlexConcorde,,592116311053983745,ReutersWorld: Russian hackers read Obama's unclassified emails last year: NYT http://t.co/QIL76cHqx3,London,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
139,166,261,,Wonderland,Sam,,1,samm_me,,592116309581766656,RT @onepaynetrain: @samm_me @NiallOfficial ask Obama,Eastern Time (US & Canada),Sun Apr 26 00:01:43 +0000 2015,0,0,0,0,0,0,0,0
140,1633,765,,Unfiltered & Unafraid ! #USA ,On the Right→,,1,47Patriots,,592116309548105728,RT @exposeliberals: Obama Illegal alien rapes 10 year old girl in New Orleans http://t.co/onwmkHa76k #tcot #tgdn #tlot http://t.co/fAfDtohG…,Eastern Time (US & Canada),Sun Apr 26 00:01:43 +0000 2015,0,0,0,0,0,0,0,0
141,61,252,,,Alfred De Souza,,0,Ajidsok,,592116303982403584,President Obama Delivers Remarks at the White House Correspondents' Association Dinner,,Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
142,3248,837,,"Rochester, NY",Amarlie,,1,marabout40,,592116303781040128,@stiNgo100 @metaquest why two years? They want to make sure it's not President Obama who closes it.,Eastern Time (US & Canada),Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
143,3295,995,,Atl by way of NYC,#Struggle,,17,illmatic_kid,,592116303453814784,RT @Mama4Obama1: So Roland Martin went golfing this weekend instead of going to Baltimore to cover protests but he wants to tell Pres. Obam…,Eastern Time (US & Canada),Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
144,4933,2558,,jmkarg@gmail.com,Juan Manuel Karg,,1,jmkarg,,592116302174679041,"Según el New York Times, algunos mails de Obama fueron interceptados por hackers rusos en 2014 http://t.co/SSM14amHNQ http://t.co/ou1sjw9n7s",Brasilia,Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
145,2462,2178,,"New Orleans, La",Mr. Incredible,,0,samueljcookiii,,592116300266270720,"""Obama talked down to black people"" by acknowledging certain realities about our communities. Okay. Sure.",Central Time (US & Canada),Sun Apr 26 00:01:41 +0000 2015,0,0,0,0,0,0,0,0
146,1787,934,,US,Neil,,8,NPSusa,,592116299091836928,RT @thehill: Obama tries to hold #WHCD spotlight as 2016 race crowds the stage: http://t.co/Fvz7rtk2KZ http://t.co/xPyNnY1FFU,Eastern Time (US & Canada),Sun Apr 26 00:01:41 +0000 2015,0,0,0,0,0,0,0,0
147,1,39,,,Sachita Nand Bharti,,0,sachitanand11,,592116294477950977,OBAMA IS WRITTEN.....WHAT I HAVE TO TAKE FROM.....O SACHIT HE WILL GET.............WHAT HE WILL GET ?..... NARAJ HO JAEYGA BOL NARAJ HO JAEY,,Sun Apr 26 00:01:40 +0000 2015,0,0,0,0,0,0,0,0
148,261,288,,,Retweet game 3hunna,,1588,Ciroc_Obama__,,592116291932069888,RT @andrewchumbley: Kris Humphries averages 8 points per game after 10 years pro and is worried about Bruce Jenner's choices smh go to prac…,Central Time (US & Canada),Sun Apr 26 00:01:39 +0000 2015,0,0,0,0,0,0,1,0
149,402,794,,USA,Nathan M. Bickel,,0,TheChristianMsg,,592116291554545664,"Obama, Michelle And Hillary Can Face A Similar Historical Fate: Italian Resistance Movement http://t.co/8bso2grAxA",,Sun Apr 26 00:01:39 +0000 2015,0,0,0,0,0,0,0,0
150,157,297,,LALA Land,MZMaëstrÖ,,0,MesutZidane,,592116291491786752,"@Phaetonv2 the most ironic thing is, Obama becoming  President was seen as a hope for black people to have more freedom and respect. its",London,Sun Apr 26 00:01:39 +0000 2015,0,1,0,0,0,0,0,0
